# Localization Prediction using LocTree3
# Domain: bact
#
# NOTATION Protein Id: Fasta sequences Id truncated by whitespace
# NOTATION Score: Reliability score on a 0-100 scale (0=unreliable & 100=most reliable)
# NOTATION Localization: Predicted sub-cellular localization class
# NOTATION Gene Ontology Terms: Gene Ontology (GO) term/s of the corresponding localization. GO terms predicted by PSI-BLAST are supported by evidence codes (see http://www.geneontology.org/GO.evidence.shtml)
#
# PSI-BLAST annotation based on Swiss-Prot release 2013_11.
# Protein Id	Score	Localization	Gene Ontology Terms
tr|Q5ZVD1|Q5ZVD1_LEGPH	16	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA);
tr|Q5ZTI0|Q5ZTI0_LEGPH	11	cytoplasm	cytosol GO:0005829(IDA);
tr|Q5ZUS3|Q5ZUS3_LEGPH	34	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZS77|Q5ZS77_LEGPH	23	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZXA6|EX7L_LEGPH	29	cytoplasm	cytoplasm GO:0005737(IEA); exodeoxyribonuclease VII complex GO:0009318(IEA);
tr|Q5ZWN5|Q5ZWN5_LEGPH	34	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA); proton-transporting ATP synthase complex, coupling factor F(o) GO:0045263(IEA);
tr|Q5ZX79|Q5ZX79_LEGPH	24	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZUP0|Q5ZUP0_LEGPH	37	secreted	cytoplasm GO:0005737(IDA); extracellular region GO:0005576(IEA);
tr|Q5ZX43|Q5ZX43_LEGPH	43	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZTH0|Q5ZTH0_LEGPH	13	cytoplasm	cell outer membrane GO:0009279(IDA); cytoplasm GO:0005737(IEA);
tr|Q5ZVJ5|Q5ZVJ5_LEGPH	23	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZVQ3|Q5ZVQ3_LEGPH	6	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZXP4|CH10_LEGPH	78	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZS99|Q5ZS99_LEGPH	25	cytoplasm	chromosome GO:0005694(IEA); cytoplasm GO:0005737(IEA);
tr|Q5ZT74|Q5ZT74_LEGPH	7	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRP0|Q5ZRP0_LEGPH	10	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZUD5|RNC_LEGPH	38	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZZ56|Q5ZZ56_LEGPH	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZZ12|Q5ZZ12_LEGPH	18	inner membrane	integral to membrane GO:0016021(IEA); membrane GO:0016020(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZVT5|Q5ZVT5_LEGPH	8	cytoplasm	chromosome GO:0005694(IEA); cytoplasm GO:0005737(IEA);
tr|Q5ZX96|Q5ZX96_LEGPH	12	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZRV1|Q5ZRV1_LEGPH	22	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZYX8|Q5ZYX8_LEGPH	3	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRM0|Q5ZRM0_LEGPH	8	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZWB3|Q5ZWB3_LEGPH	23	secreted	extracellular region GO:0005576(IEA);
tr|Q5ZSD6|Q5ZSD6_LEGPH	31	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZUE4|Q5ZUE4_LEGPH	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZYJ9|Q5ZYJ9_LEGPH	19	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZXH3|Q5ZXH3_LEGPH	4	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZW89|HIS7_LEGPH	39	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZT89|Q5ZT89_LEGPH	23	periplasm	periplasmic space GO:0042597(IEA);
tr|Q5ZSB0|Q5ZSB0_LEGPH	56	cytoplasm	cell division site GO:0032153(IEA); cytoplasm GO:0005737(IDA); protein complex GO:0043234(IEA);
tr|Q5ZVS7|Q5ZVS7_LEGPH	21	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA); type II protein secretion system complex GO:0015627(IEA);
tr|Q5ZZ90|Q5ZZ90_LEGPH	11	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZU86|Q5ZU86_LEGPH	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZSI9|Q5ZSI9_LEGPH	15	secreted	extracellular region GO:0005576(IEA);
tr|Q5ZT27|Q5ZT27_LEGPH	66	cytoplasm	cytoplasm GO:0005737(IDA);
sp|Q5ZYH5|RIMM_LEGPH	24	cytoplasm	ribosome GO:0005840(IEA);
tr|Q5ZW73|Q5ZW73_LEGPH	8	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|Q5ZT88|Q5ZT88_LEGPH	30	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZY45|Q5ZY45_LEGPH	32	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA); succinate dehydrogenase complex GO:0045281(IEA);
tr|Q5ZRK8|Q5ZRK8_LEGPH	39	cytoplasm	cytoplasm GO:0005737(IDA);
sp|Q5ZVK0|YBEY_LEGPH	31	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZVK7|Q5ZVK7_LEGPH	20	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
sp|Q5ZY07|SYY_LEGPH	47	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZXU0|HSLU_LEGPH	63	cytoplasm	HslUV protease complex GO:0009376(IEA); membrane GO:0016020(IDA);
tr|Q5ZUB3|Q5ZUB3_LEGPH	13	inner membrane	chloride channel complex GO:0034707(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZT36|EX7S_LEGPH	34	cytoplasm	cytoplasm GO:0005737(IEA); exodeoxyribonuclease VII complex GO:0009318(IEA);
tr|Q5ZRD9|Q5ZRD9_LEGPH	28	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZSB2|Q5ZSB2_LEGPH	8	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZVR8|Q5ZVR8_LEGPH	17	periplasm	periplasmic space GO:0042597(IEA);
tr|Q5ZVW7|Q5ZVW7_LEGPH	15	periplasm	periplasmic space GO:0042597(IEA);
tr|Q5ZUU6|Q5ZUU6_LEGPH	15	periplasm	periplasmic space GO:0042597(IEA);
tr|Q5ZSN9|Q5ZSN9_LEGPH	34	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZRV3|Q5ZRV3_LEGPH	51	cytoplasm	cytosol GO:0005829(IDA);
tr|Q5ZS17|Q5ZS17_LEGPH	33	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZSA0|Q5ZSA0_LEGPH	8	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZRF2|Q5ZRF2_LEGPH	26	inner membrane	integral to plasma membrane GO:0005887(IEA); TAT protein transport complex GO:0033281(IDA);
sp|Q5ZXP3|CH60_LEGPH	70	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZXI7|Q5ZXI7_LEGPH	21	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZSG8|Q5ZSG8_LEGPH	20	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZYJ0|Q5ZYJ0_LEGPH	11	periplasm	periplasmic space GO:0042597(IDA);
sp|Q5ZSA2|MRAY_LEGPH	52	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZX57|Q5ZX57_LEGPH	57	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZS26|Q5ZS26_LEGPH	3	cytoplasm	cytosol GO:0005829(IDA);
tr|Q5ZS63|Q5ZS63_LEGPH	16	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRP3|Q5ZRP3_LEGPH	13	secreted	host cell cytoplasm GO:0030430(IEA);
tr|Q5ZRN6|Q5ZRN6_LEGPH	4	secreted	cell wall GO:0005618(IEA); extracellular region GO:0005576(IEA); S-layer GO:0030115(IEA);
tr|Q5ZX42|Q5ZX42_LEGPH	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZVV0|Q5ZVV0_LEGPH	32	periplasm	bacterial-type flagellum filament GO:0009420(IEA); periplasmic flagellum GO:0055040(IEA);
sp|Q5ZZK8|DNAA_LEGPH	62	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZU46|Q5ZU46_LEGPH	42	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZVK3|Q5ZVK3_LEGPH	15	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IDA);
tr|Q5ZUN0|Q5ZUN0_LEGPH	12	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|Q5ZSY5|Q5ZSY5_LEGPH	30	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZZI3|Q5ZZI3_LEGPH	23	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZTS7|Q5ZTS7_LEGPH	23	periplasm	periplasmic space GO:0042597(IEA);
tr|Q5ZRQ6|Q5ZRQ6_LEGPH	26	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZUP7|Q5ZUP7_LEGPH	19	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZXL1|Q5ZXL1_LEGPH	15	inner membrane	integral to plasma membrane GO:0005887(IDA);
sp|Q5ZXU2|DEOB_LEGPH	49	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRH6|Q5ZRH6_LEGPH	15	inner membrane	integral to plasma membrane GO:0005887(IEA); TAT protein transport complex GO:0033281(IDA);
sp|Q5ZUD2|LEPA_LEGPH	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZWF8|Q5ZWF8_LEGPH	10	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZT56|GPDA_LEGPH	26	cytoplasm	glycerol-3-phosphate dehydrogenase complex GO:0009331(IEA);
tr|Q5ZX71|Q5ZX71_LEGPH	40	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZXA7|Q5ZXA7_LEGPH	30	secreted	extracellular region GO:0005576(IEA);
tr|Q5ZTH6|Q5ZTH6_LEGPH	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZXC6|Q5ZXC6_LEGPH	5	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZZ44|Q5ZZ44_LEGPH	21	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZWB7|Q5ZWB7_LEGPH	30	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZVD8|Q5ZVD8_LEGPH	50	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZUR2|Q5ZUR2_LEGPH	32	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZTK4|Q5ZTK4_LEGPH	5	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZXI0|NEUAH_LEGPH	27	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZVJ6|Q5ZVJ6_LEGPH	26	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZXL2|SYV_LEGPH	45	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZZ98|Q5ZZ98_LEGPH	17	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZWX2|Q5ZWX2_LEGPH	47	cytoplasm	cytoplasm GO:0005737(IDA);
sp|Q5ZV92|NDK_LEGPH	64	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZT08|TSAD_LEGPH	47	cytoplasm	cytosol GO:0005829(IDA);
tr|Q5ZTF3|Q5ZTF3_LEGPH	28	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRD5|Q5ZRD5_LEGPH	18	cytoplasm	chromosome GO:0005694(IEA); cytoplasm GO:0005737(IEA);
tr|Q5ZV67|Q5ZV67_LEGPH	28	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IDA);
tr|Q5ZXS0|Q5ZXS0_LEGPH	30	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZRT6|TPIS_LEGPH	31	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZYH2|Q5ZYH2_LEGPH	56	cytoplasm	signal recognition particle GO:0048500(IMP); signal recognition particle, endoplasmic reticulum targeting GO:0005786(IEA);
tr|Q5ZYY7|Q5ZYY7_LEGPH	9	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZX90|Q5ZX90_LEGPH	51	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZU15|Q5ZU15_LEGPH	20	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZS84|Q5ZS84_LEGPH	32	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZXX4|Q5ZXX4_LEGPH	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZXU3|Q5ZXU3_LEGPH	9	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZXY4|Q5ZXY4_LEGPH	15	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZXC0|Q5ZXC0_LEGPH	17	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
sp|Q5ZY60|CRCB_LEGPH	19	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZS50|Q5ZS50_LEGPH	17	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZT63|Q5ZT63_LEGPH	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZYL3|Q5ZYL3_LEGPH	40	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZWE7|Q5ZWE7_LEGPH	25	periplasm	periplasmic space GO:0042597(IEA);
sp|Q5ZYB1|PRMA_LEGPH	35	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZU02|Q5ZU02_LEGPH	14	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZTF4|Q5ZTF4_LEGPH	7	cytoplasm	cytosol GO:0005829(IDA);
tr|Q5ZSL6|Q5ZSL6_LEGPH	7	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZRX1|Y2755_LEGPH	32	cytoplasm	bacterial nucleoid GO:0043590(IEA); cytoplasm GO:0005737(IEA);
tr|Q5ZZ11|Q5ZZ11_LEGPH	14	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZU95|Q5ZU95_LEGPH	17	cytoplasm	cytoplasm GO:0005737(IEA); membrane GO:0016020(IEA);
tr|Q5ZZJ5|Q5ZZJ5_LEGPH	9	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZTP0|Q5ZTP0_LEGPH	49	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZV99|DER_LEGPH	20	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRU2|Q5ZRU2_LEGPH	10	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZXM0|HUTI_LEGPH	39	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZWV8|Q5ZWV8_LEGPH	10	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZX82|Q5ZX82_LEGPH	8	inner membrane	integral to plasma membrane GO:0005887(IDA); protein complex GO:0043234(IDA);
tr|Q5ZWY1|Q5ZWY1_LEGPH	10	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q9X772|DJLA_LEGPH	28	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZX58|Q5ZX58_LEGPH	42	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZT72|Q5ZT72_LEGPH	36	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
sp|Q5ZXT8|Y643_LEGPH	25	inner membrane	integral to plasma membrane GO:0005887(IEA);
tr|Q5ZVH4|Q5ZVH4_LEGPH	10	cytoplasm	cell division site GO:0032153(IDA); cytoplasm GO:0005737(IEA);
sp|Q5ZUH7|PYRD_LEGPH	15	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZYA1|Q5ZYA1_LEGPH	11	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZRQ7|NADK_LEGPH	19	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZV01|Q5ZV01_LEGPH	14	periplasm	membrane GO:0016020(IEA); outer membrane-bounded periplasmic space GO:0030288(IDA);
tr|Q5ZWP1|Q5ZWP1_LEGPH	17	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZVT8|Q5ZVT8_LEGPH	11	cytoplasm	cytoplasm GO:0005737(IDA);
sp|Q5ZT84|LLY_LEGPH	35	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q48806|DLPA_LEGPH	25	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZT59|Q5ZT59_LEGPH	15	cytoplasm	cytoplasm GO:0005737(IDA);
tr|Q5ZT20|Q5ZT20_LEGPH	31	cytoplasm	cytoplasm GO:0005737(IEA); preribosome GO:0030684(IDA);
sp|Q5ZVV6|MIAB_LEGPH	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRK0|Q5ZRK0_LEGPH	39	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZRW3|Q5ZRW3_LEGPH	34	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZS08|SYFA_LEGPH	48	cytoplasm	cytoplasm GO:0005737(IDA);
tr|Q5ZZ55|Q5ZZ55_LEGPH	14	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZTB1|Q5ZTB1_LEGPH	22	periplasm	periplasmic space GO:0042597(IEA);
tr|Q5ZYZ6|Q5ZYZ6_LEGPH	12	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZYN2|RL24_LEGPH	33	cytoplasm	nucleoid GO:0009295(IEA); ribosome GO:0005840(IEA);
tr|Q5ZV57|Q5ZV57_LEGPH	19	periplasm	periplasmic space GO:0042597(IEA);
tr|Q5ZUB0|Q5ZUB0_LEGPH	29	inner membrane	integral to plasma membrane GO:0005887(IDA);
sp|Q5ZUM3|IF1_LEGPH	83	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZVT9|Q5ZVT9_LEGPH	26	periplasm	periplasmic space GO:0042597(IEA);
sp|Q5ZUG5|METN_LEGPH	20	inner membrane	integral to membrane GO:0016021(IBA); plasma membrane GO:0005886(IEA);
tr|Q5ZXL3|Q5ZXL3_LEGPH	6	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|Q5ZW79|Q5ZW79_LEGPH	19	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZS62|FEOB_LEGPH	34	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IDA);
tr|Q5ZVM4|Q5ZVM4_LEGPH	18	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|Q5ZVZ7|Q5ZVZ7_LEGPH	16	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZRR1|Q5ZRR1_LEGPH	17	secreted	extracellular region GO:0005576(IEA);
tr|Q5ZRY7|Q5ZRY7_LEGPH	8	cytoplasm	membrane GO:0016020(IEA);
tr|Q5ZXN4|Q5ZXN4_LEGPH	13	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZTN5|KUP2_LEGPH	25	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q48833|GLRXA_LEGPH	53	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZST5|Q5ZST5_LEGPH	8	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZUL5|Q5ZUL5_LEGPH	69	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZYL4|Q5ZYL4_LEGPH	11	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZVA7|Q5ZVA7_LEGPH	10	inner membrane	integral to plasma membrane GO:0005887(IDA);
tr|Q5ZUE1|Q5ZUE1_LEGPH	62	cytoplasm	cytoplasm GO:0005737(IDA); nucleoid GO:0009295(IBA);
sp|Q5ZRJ9|SYM_LEGPH	51	cytoplasm	cytosol GO:0005829(IDA); membrane GO:0016020(IDA);
tr|Q5ZVS9|Q5ZVS9_LEGPH	41	fimbrium	pilus GO:0009289(IEA); type II protein secretion system complex GO:0015627(IEA);
sp|Q5ZSX7|KATG1_LEGPH	100	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRP6|Q5ZRP6_LEGPH	30	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZW99|Q5ZW99_LEGPH	13	cytoplasm	bacterial nucleoid GO:0043590(IDA); cytoplasm GO:0005737(IEA);
tr|Q5ZVM0|Q5ZVM0_LEGPH	39	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZWN7|ATPA1_LEGPH	10	cytoplasm	cytoplasm GO:0005737(IEA); type III protein secretion system complex GO:0030257(IEA);
tr|Q5ZYX3|Q5ZYX3_LEGPH	31	periplasm	periplasmic space GO:0042597(IEA);
tr|Q5ZU07|Q5ZU07_LEGPH	36	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZS66|PTH_LEGPH	34	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZWG2|Q5ZWG2_LEGPH	9	periplasm	outer membrane-bounded periplasmic space GO:0030288(IEA); periplasmic space GO:0042597(IDA);
tr|Q5ZUM6|Q5ZUM6_LEGPH	60	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZYT8|Q5ZYT8_LEGPH	6	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZX30|Q5ZX30_LEGPH	30	outer membrane	cell outer membrane GO:0009279(IEA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZTD2|Q5ZTD2_LEGPH	9	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZVR6|Q5ZVR6_LEGPH	40	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZUR1|Q5ZUR1_LEGPH	12	cytoplasm	cytosol GO:0005829(IDA);
tr|Q5ZZ70|Q5ZZ70_LEGPH	13	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZUF9|Q5ZUF9_LEGPH	31	cytoplasm	cytosol GO:0005829(IDA);
tr|Q5ZYH0|Q5ZYH0_LEGPH	11	secreted	host cell cytoplasm GO:0030430(IDA);
tr|Q5ZVV4|Q5ZVV4_LEGPH	35	periplasm	periplasmic space GO:0042597(IDA);
tr|Q5ZZI1|Q5ZZI1_LEGPH	19	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZRK6|GLMU_LEGPH	39	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZZ82|Q5ZZ82_LEGPH	14	periplasm	periplasmic space GO:0042597(IEA);
tr|Q5ZVT7|Q5ZVT7_LEGPH	31	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZXN5|LEM3_LEGPH	100	secreted	host cell cytoplasm GO:0030430(IDA);
tr|Q5ZRI9|Q5ZRI9_LEGPH	22	cytoplasm	cytoplasm GO:0005737(IEA); nucleoid GO:0009295(IEA);
tr|Q5ZTY7|Q5ZTY7_LEGPH	55	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZZ26|Q5ZZ26_LEGPH	10	inner membrane	integral to membrane GO:0016021(IBA); plasma membrane GO:0005886(IEA);
tr|Q5ZY51|Q5ZY51_LEGPH	12	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZS28|Q5ZS28_LEGPH	9	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZS06|Q5ZS06_LEGPH	62	cytoplasm	cytoplasm GO:0005737(IEA); membrane GO:0016020(IDA);
tr|Q5ZU38|Q5ZU38_LEGPH	9	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZSX0|Q5ZSX0_LEGPH	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZX77|Q5ZX77_LEGPH	36	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZXW9|Q5ZXW9_LEGPH	8	cytoplasm	cytosol GO:0005829(IDA);
tr|Q5ZY49|Q5ZY49_LEGPH	24	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZS42|Q5ZS42_LEGPH	10	periplasm	periplasmic space GO:0042597(IDA);
tr|Q5ZVC1|Q5ZVC1_LEGPH	24	cytoplasm	cytoplasm GO:0005737(IEA);
sp|Q5ZT78|LOLD_LEGPH	26	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZWM8|Q5ZWM8_LEGPH	24	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
sp|Q5ZYS4|EFP_LEGPH	54	cytoplasm	cytoplasm GO:0005737(IDA);
tr|Q5ZVP3|Q5ZVP3_LEGPH	27	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZZ88|Q5ZZ88_LEGPH	99	periplasm	periplasmic space GO:0042597(IEA);
tr|Q5ZX69|Q5ZX69_LEGPH	25	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZXA5|Q5ZXA5_LEGPH	3	outer membrane	cell outer membrane GO:0009279(IDA); integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZRF9|Q5ZRF9_LEGPH	36	inner membrane	integral to membrane GO:0016021(IDA); plasma membrane GO:0005886(IEA);
tr|Q5ZV32|Q5ZV32_LEGPH	18	cytoplasm	cytoplasm GO:0005737(IEA);
tr|Q5ZRT8|Q5ZRT8_LEGPH	41	inner membrane	integral to membrane GO:0016021(IEA); plasma membrane GO:0005886(IEA);
tr|Q5ZZ36|Q5ZZ36_LEGPH	21	cytoplasm	cytoplasm GO:0005737(IEA);
